Order Date,Segment,Country,State,Category,Sub-Category,Sales
10/9/2017,Consumer,United States,Washington,Office Supplies,Binders,39.624
3/3/2018,Corporate,United States,California,Furniture,Tables,399.672
8/9/2018,Corporate,United States,New York,Office Supplies,Storage,65.12
6/11/2018,Consumer,United States,Texas,Furniture,Furnishings,30.56
13/05/2018,Corporate,United States,Tennessee,Office Supplies,Appliances,20.768
27/11/2017,Consumer,United States,Arizona,Office Supplies,Storage,39.808
13/11/2016,Consumer,United States,Florida,Office Supplies,Binders,121.104
13/11/2016,Consumer,United States,Florida,Technology,Accessories,111.96
8/12/2016,Corporate,United States,Colorado,Office Supplies,Paper,15.696
7/9/2016,Corporate,United States,New York,Office Supplies,Storage,70.26
7/9/2016,Corporate,United States,New York,Technology,Accessories,90
7/9/2016,Corporate,United States,New York,Office Supplies,Binders,6.096
7/9/2016,Corporate,United States,New York,Furniture,Tables,481.176
7/9/2016,Corporate,United States,New York,Office Supplies,Fasteners,7.24
28/07/2017,Consumer,United States,Pennsylvania,Furniture,Bookcases,177.45
28/07/2017,Consumer,United States,Pennsylvania,Office Supplies,Binders,1369.764
28/07/2017,Consumer,United States,Pennsylvania,Office Supplies,Appliances,9.48
25/08/2018,Consumer,United States,Pennsylvania,Furniture,Bookcases,130.98
30/04/2015,Consumer,United States,Kentucky,Office Supplies,Art,174.95
30/04/2015,Consumer,United States,Kentucky,Office Supplies,Storage,826
27/04/2018,Consumer,United States,Washington,Furniture,Furnishings,139.58
23/07/2018,Home Office,United States,Wisconsin,Technology,Accessories,399.95
13/12/2015,Corporate,United States,Kentucky,Office Supplies,Binders,12.39
12/1/2018,Corporate,United States,Texas,Office Supplies,Binders,760.98
2/12/2018,Consumer,United States,Arizona,Office Supplies,Binders,67.86
8/11/2016,Corporate,United States,North Carolina,Office Supplies,Fasteners,31.504
8/11/2016,Corporate,United States,North Carolina,Office Supplies,Labels,5.04
8/11/2016,Corporate,United States,North Carolina,Office Supplies,Binders,39.879
8/11/2016,Corporate,United States,North Carolina,Furniture,Furnishings,4.712
25/11/2017,Consumer,United States,California,Furniture,Chairs,194.352
5/12/2016,Corporate,United States,Tennessee,Furniture,Chairs,97.424
29/07/2017,Consumer,United States,North Carolina,Office Supplies,Storage,704.76
29/07/2017,Consumer,United States,North Carolina,Office Supplies,Binders,27.396
13/09/2015,Consumer,United States,Washington,Office Supplies,Fasteners,5.7
13/09/2015,Consumer,United States,Washington,Furniture,Furnishings,14.19
13/09/2015,Consumer,United States,Washington,Office Supplies,Supplies,7.3
13/09/2015,Consumer,United States,Washington,Technology,Accessories,199.98
13/09/2015,Consumer,United States,Washington,Technology,Accessories,144.96
13/09/2015,Consumer,United States,Washington,Technology,Accessories,118
13/09/2015,Consumer,United States,Washington,Office Supplies,Paper,48.94
13/09/2015,Consumer,United States,Washington,Office Supplies,Appliances,22.66
21/06/2017,Corporate,United States,Illinois,Office Supplies,Binders,0.836
3/9/2017,Corporate,United States,Ohio,Office Supplies,Paper,30.96
25/11/2018,Consumer,United States,Florida,Furniture,Bookcases,723.92
12/5/2016,Consumer,United States,Texas,Furniture,Furnishings,21.968
12/5/2016,Consumer,United States,Texas,Technology,Phones,619.152
12/5/2016,Consumer,United States,Texas,Office Supplies,Paper,127.904
30/03/2018,Consumer,United States,California,Furniture,Furnishings,94.2
17/11/2017,Home Office,United States,California,Office Supplies,Supplies,49.5
30/12/2017,Corporate,United States,Pennsylvania,Office Supplies,Art,16.52
22/12/2017,Home Office,United States,Washington,Office Supplies,Binders,55.36
22/12/2017,Home Office,United States,Washington,Technology,Machines,11.56
20/12/2016,Consumer,United States,California,Office Supplies,Paper,17.12
27/12/2015,Consumer,United States,Ohio,Furniture,Furnishings,182.352
27/12/2015,Consumer,United States,Ohio,Office Supplies,Storage,118.16
16/02/2018,Consumer,United States,Illinois,Office Supplies,Fasteners,18.368
16/02/2018,Consumer,United States,Illinois,Furniture,Chairs,600.558
16/02/2018,Consumer,United States,Illinois,Office Supplies,Storage,50.352
16/02/2018,Consumer,United States,Illinois,Office Supplies,Art,28.032
16/02/2018,Consumer,United States,Illinois,Furniture,Furnishings,7.692
24/10/2018,Consumer,United States,Texas,Furniture,Tables,517.405
2/9/2017,Home Office,United States,Texas,Office Supplies,Binders,8.608
2/9/2017,Home Office,United States,Texas,Technology,Accessories,159.56
1/12/2017,Corporate,United States,Virginia,Office Supplies,Appliances,2104.55
1/12/2017,Corporate,United States,Virginia,Office Supplies,Supplies,40.7
5/11/2015,Home Office,United States,Virginia,Technology,Accessories,47.79
25/11/2018,Consumer,United States,California,Office Supplies,Art,5.16
16/12/2017,Home Office,United States,California,Technology,Accessories,21.21
14/11/2018,Corporate,United States,New York,Office Supplies,Storage,96.36
26/06/2017,Corporate,United States,California,Office Supplies,Supplies,231.72
26/06/2017,Corporate,United States,California,Office Supplies,Fasteners,17.9
26/06/2017,Corporate,United States,California,Office Supplies,Paper,12.48
26/12/2015,Corporate,United States,Pennsylvania,Office Supplies,Art,8.016
14/08/2017,Corporate,United States,Ohio,Technology,Phones,259.896
14/08/2017,Corporate,United States,Ohio,Technology,Phones,247.188
14/08/2017,Corporate,United States,Ohio,Technology,Accessories,279.96
24/10/2017,Home Office,United States,California,Technology,Accessories,450
23/08/2015,Home Office,United States,Michigan,Office Supplies,Paper,19.44
15/09/2018,Home Office,United States,California,Furniture,Tables,300.904
15/06/2018,Corporate,United States,Tennessee,Technology,Phones,239.976
15/06/2018,Corporate,United States,Tennessee,Furniture,Furnishings,31.168
15/06/2018,Corporate,United States,Tennessee,Furniture,Tables,120.96
15/06/2018,Corporate,United States,Tennessee,Technology,Phones,2239.936
15/06/2018,Corporate,United States,Tennessee,Office Supplies,Appliances,76.608
15/06/2018,Corporate,United States,Tennessee,Office Supplies,Storage,142.776
15/06/2018,Corporate,United States,Tennessee,Office Supplies,Paper,91.36
1/3/2016,Consumer,United States,Pennsylvania,Office Supplies,Appliances,3.552
23/07/2017,Consumer,United States,Texas,Technology,Phones,115.136
1/10/2015,Home Office,United States,Nevada,Office Supplies,Fasteners,4.71
8/9/2015,Home Office,United States,New York,Furniture,Chairs,172.764
8/9/2015,Home Office,United States,New York,Office Supplies,Art,3.52
16/11/2015,Corporate,United States,California,Technology,Phones,79.968
16/11/2015,Corporate,United States,California,Furniture,Bookcases,305.9745
16/11/2015,Corporate,United States,California,Office Supplies,Storage,344.91
3/3/2015,Consumer,United States,California,Furniture,Tables,626.352
3/12/2016,Consumer,United States,California,Furniture,Bookcases,359.499
11/7/2018,Corporate,United States,California,Technology,Phones,71.952
11/7/2018,Corporate,United States,California,Office Supplies,Binders,29.8
16/11/2018,Corporate,United States,Ohio,Office Supplies,Binders,1.824
12/6/2017,Home Office,United States,Texas,Office Supplies,Appliances,64.384
12/6/2017,Home Office,United States,Texas,Furniture,Furnishings,6.984
12/6/2017,Home Office,United States,Texas,Office Supplies,Art,11.264
12/6/2017,Home Office,United States,Texas,Office Supplies,Paper,15.552
12/6/2017,Home Office,United States,Texas,Furniture,Chairs,379.372
12/6/2017,Home Office,United States,Texas,Office Supplies,Storage,67.536
12/6/2017,Home Office,United States,Texas,Office Supplies,Binders,1.524
29/12/2017,Home Office,United States,Florida,Office Supplies,Paper,37.408
29/12/2017,Home Office,United States,Florida,Office Supplies,Paper,25.344
18/03/2018,Consumer,United States,Washington,Office Supplies,Art,46.2
27/12/2016,Corporate,United States,Tennessee,Technology,Accessories,4.728
27/12/2016,Corporate,United States,Tennessee,Furniture,Furnishings,53.352
27/12/2016,Corporate,United States,Tennessee,Furniture,Bookcases,131.104
27/12/2016,Corporate,United States,Tennessee,Office Supplies,Storage,22.512
27/12/2016,Corporate,United States,Tennessee,Technology,Accessories,72.744
31/07/2016,Corporate,United States,Missouri,Office Supplies,Supplies,52.59
27/06/2018,Corporate,United States,Washington,Office Supplies,Paper,19.44
27/06/2018,Corporate,United States,Washington,Furniture,Furnishings,126.3
27/06/2018,Corporate,United States,Washington,Technology,Accessories,1287.45
7/2/2015,Corporate,United States,New York,Office Supplies,Storage,64.96
4/9/2017,Corporate,United States,Minnesota,Office Supplies,Storage,535.41
6/4/2018,Corporate,United States,Tennessee,Office Supplies,Binders,8.1
8/12/2018,Consumer,United States,Pennsylvania,Office Supplies,Art,13.248
8/12/2018,Consumer,United States,Pennsylvania,Technology,Phones,83.988
24/07/2017,Consumer,United States,Louisiana,Office Supplies,Art,73.2
9/11/2016,Home Office,United States,Indiana,Office Supplies,Binders,10.74
2/10/2016,Consumer,United States,Oregon,Furniture,Furnishings,11.032
2/10/2016,Consumer,United States,Oregon,Technology,Accessories,53.04
22/11/2016,Home Office,United States,Massachusetts,Office Supplies,Art,17.12
22/11/2016,Home Office,United States,Massachusetts,Office Supplies,Paper,59.94
2/2/2018,Corporate,United States,California,Furniture,Furnishings,210.58
2/2/2018,Corporate,United States,California,Office Supplies,Binders,30.96
2/2/2018,Corporate,United States,California,Technology,Machines,239.984
16/06/2016,Consumer,United States,New York,Office Supplies,Binders,3050.376
16/06/2016,Consumer,United States,New York,Technology,Phones,133.98
5/5/2017,Home Office,United States,Florida,Office Supplies,Paper,93.248
5/5/2017,Home Office,United States,Florida,Technology,Phones,177.48
9/9/2018,Consumer,United States,Ohio,Office Supplies,Labels,17.712
9/9/2018,Consumer,United States,Ohio,Office Supplies,Binders,4.86
9/9/2018,Consumer,United States,Ohio,Office Supplies,Binders,6.258
22/07/2017,Corporate,United States,Maryland,Office Supplies,Appliances,37.68
22/07/2017,Corporate,United States,Maryland,Office Supplies,Paper,51.84
22/07/2017,Corporate,United States,Maryland,Furniture,Furnishings,27.42
22/07/2017,Corporate,United States,Maryland,Office Supplies,Binders,5.4
31/01/2017,Home Office,United States,Georgia,Office Supplies,Binders,1270.99
31/01/2017,Home Office,United States,Georgia,Office Supplies,Envelopes,125.36
29/12/2017,Consumer,United States,California,Office Supplies,Storage,14.03
29/12/2017,Consumer,United States,California,Office Supplies,Supplies,27.96
21/11/2016,Corporate,United States,Texas,Office Supplies,Art,5.344
21/11/2016,Corporate,United States,Texas,Office Supplies,Binders,1.696
21/11/2016,Corporate,United States,Texas,Office Supplies,Appliances,24.588
21/11/2016,Corporate,United States,Texas,Office Supplies,Binders,7.98
5/10/2016,Consumer,United States,Ohio,Technology,Accessories,288
12/9/2017,Home Office,United States,Colorado,Technology,Phones,146.952
12/9/2017,Home Office,United States,Colorado,Furniture,Chairs,83.136
14/09/2018,Corporate,United States,North Carolina,Office Supplies,Appliances,942.784
14/09/2018,Corporate,United States,North Carolina,Office Supplies,Paper,74.352
23/02/2016,Home Office,United States,New York,Office Supplies,Appliances,26.88
23/02/2016,Home Office,United States,New York,Office Supplies,Binders,10.896
5/12/2017,Home Office,United States,Illinois,Office Supplies,Art,3.536
2/7/2017,Corporate,United States,Texas,Furniture,Chairs,528.43
2/7/2017,Corporate,United States,Texas,Office Supplies,Paper,41.472
13/12/2018,Corporate,United States,New York,Furniture,Bookcases,287.976
20/03/2016,Consumer,United States,Oregon,Office Supplies,Storage,29.304
1/3/2016,Corporate,United States,Texas,Office Supplies,Art,55.328
1/3/2016,Corporate,United States,Texas,Furniture,Bookcases,1227.9984
15/09/2017,Corporate,United States,Idaho,Office Supplies,Binders,20.416
15/09/2017,Corporate,United States,Idaho,Furniture,Tables,1128.39
17/03/2018,Home Office,United States,Tennessee,Office Supplies,Labels,4.608
28/05/2018,Corporate,United States,Arizona,Technology,Phones,195.96
28/05/2018,Corporate,United States,Arizona,Office Supplies,Paper,15.552
28/05/2018,Corporate,United States,Arizona,Technology,Accessories,271.968
15/06/2018,Consumer,United States,North Carolina,Furniture,Chairs,698.352
15/06/2018,Consumer,United States,North Carolina,Furniture,Bookcases,77.728
6/9/2016,Corporate,United States,Virginia,Office Supplies,Binders,46.62
18/03/2018,Consumer,United States,Texas,Technology,Phones,537.544
19/12/2015,Corporate,United States,California,Office Supplies,Labels,14.62
19/12/2015,Corporate,United States,California,Office Supplies,Fasteners,22.55
19/12/2015,Corporate,United States,California,Technology,Phones,583.8
19/12/2015,Corporate,United States,California,Technology,Phones,211.168
7/7/2017,Consumer,United States,Utah,Office Supplies,Paper,12.96
7/7/2017,Consumer,United States,Utah,Office Supplies,Art,45.98
6/4/2017,Home Office,United States,Vermont,Technology,Phones,1294.75
8/5/2015,Consumer,United States,Pennsylvania,Technology,Copiers,1799.97
23/11/2018,Corporate,United States,Illinois,Office Supplies,Paper,10.688
10/11/2017,Consumer,United States,Oklahoma,Technology,Phones,221.98
10/11/2017,Consumer,United States,Oklahoma,Furniture,Bookcases,341.96
31/12/2015,Corporate,United States,New York,Technology,Accessories,34.77
31/12/2015,Corporate,United States,New York,Office Supplies,Labels,18.9
19/08/2018,Consumer,United States,Utah,Office Supplies,Binders,102.72
12/9/2017,Corporate,United States,New York,Furniture,Furnishings,40.48
26/10/2018,Consumer,United States,Pennsylvania,Office Supplies,Binders,33.282
26/10/2018,Consumer,United States,Pennsylvania,Technology,Phones,118.65
26/10/2018,Consumer,United States,Pennsylvania,Office Supplies,Labels,14.76
30/05/2018,Corporate,United States,California,Office Supplies,Paper,37.52
8/3/2017,Corporate,United States,Michigan,Office Supplies,Appliances,207.144
8/3/2017,Corporate,United States,Michigan,Office Supplies,Art,13.9
26/07/2016,Corporate,United States,Arizona,Furniture,Chairs,266.352
23/11/2016,Consumer,United States,Delaware,Technology,Phones,307.98
23/11/2016,Consumer,United States,Delaware,Office Supplies,Paper,44.1
23/11/2016,Consumer,United States,Delaware,Office Supplies,Art,13.12
23/11/2016,Consumer,United States,Delaware,Office Supplies,Envelopes,16.56
23/11/2016,Consumer,United States,Delaware,Office Supplies,Paper,38.88
28/11/2016,Consumer,United States,Texas,Office Supplies,Paper,335.52
3/11/2018,Consumer,United States,Florida,Technology,Copiers,959.984
3/11/2018,Consumer,United States,Florida,Office Supplies,Binders,4.086
3/11/2018,Consumer,United States,Florida,Office Supplies,Art,55.984
3/11/2018,Consumer,United States,Florida,Office Supplies,Paper,10.688
21/03/2018,Consumer,United States,Pennsylvania,Office Supplies,Envelopes,8.856
19/12/2016,Consumer,United States,Pennsylvania,Office Supplies,Labels,6.912
2/4/2015,Consumer,United States,Texas,Office Supplies,Paper,26.72
2/4/2015,Consumer,United States,Texas,Office Supplies,Paper,33.488
5/6/2016,Corporate,United States,Missouri,Office Supplies,Paper,10.56
6/10/2015,Corporate,United States,Indiana,Office Supplies,Storage,386.34
21/08/2017,Corporate,United States,Washington,Office Supplies,Binders,33.44
15/11/2016,Home Office,United States,Virginia,Furniture,Furnishings,39.96
22/06/2016,Consumer,United States,New York,Office Supplies,Binders,1217.568
24/09/2018,Home Office,United States,Georgia,Office Supplies,Storage,15.51
24/09/2018,Home Office,United States,Georgia,Technology,Phones,89.9
24/09/2018,Home Office,United States,Georgia,Office Supplies,Art,14.28
24/09/2018,Home Office,United States,Georgia,Office Supplies,Art,12.72
24/09/2018,Home Office,United States,Georgia,Office Supplies,Labels,15.75
6/4/2015,Corporate,United States,California,Office Supplies,Art,70.95
6/4/2015,Corporate,United States,California,Office Supplies,Binders,65.568
6/4/2015,Corporate,United States,California,Technology,Accessories,299.97
9/2/2017,Corporate,United States,California,Technology,Accessories,89.97
9/2/2017,Corporate,United States,California,Technology,Accessories,31.86
18/11/2015,Corporate,United States,Minnesota,Office Supplies,Storage,67.15
18/12/2018,Consumer,United States,Ohio,Office Supplies,Binders,7.236
18/12/2018,Consumer,United States,Ohio,Office Supplies,Fasteners,4.824
18/12/2018,Consumer,United States,Ohio,Office Supplies,Paper,91.36
18/12/2018,Consumer,United States,Ohio,Office Supplies,Appliances,130.112
2/7/2016,Corporate,United States,North Carolina,Technology,Phones,74.24
2/7/2016,Corporate,United States,North Carolina,Furniture,Furnishings,159.84
2/7/2016,Corporate,United States,North Carolina,Office Supplies,Binders,2.892
2/7/2016,Corporate,United States,North Carolina,Office Supplies,Paper,9.392
8/10/2015,Consumer,United States,New York,Office Supplies,Paper,123.92
22/09/2016,Consumer,United States,Pennsylvania,Office Supplies,Supplies,55.6
22/09/2016,Consumer,United States,Pennsylvania,Technology,Accessories,617.976
24/12/2018,Corporate,United States,Idaho,Office Supplies,Binders,21.312
13/10/2018,Corporate,United States,California,Technology,Accessories,209.94
13/10/2018,Corporate,United States,California,Technology,Phones,31.984
13/10/2018,Corporate,United States,California,Office Supplies,Binders,5083.96
20/08/2018,Home Office,United States,North Carolina,Technology,Phones,35.96
11/9/2016,Home Office,United States,New Jersey,Office Supplies,Labels,31.05
11/9/2016,Home Office,United States,New Jersey,Furniture,Furnishings,8.92
11/9/2016,Home Office,United States,New Jersey,Office Supplies,Binders,209.6
11/9/2016,Home Office,United States,New Jersey,Office Supplies,Appliances,111.04
11/9/2016,Home Office,United States,New Jersey,Office Supplies,Paper,38.88
20/12/2016,Consumer,United States,Virginia,Office Supplies,Appliances,36.27
20/09/2015,Consumer,United States,Illinois,Furniture,Bookcases,493.43
20/09/2015,Consumer,United States,Illinois,Technology,Phones,11.12
4/11/2017,Consumer,United States,California,Technology,Machines,686.4
1/12/2018,Corporate,United States,Washington,Office Supplies,Binders,15.92
1/12/2018,Corporate,United States,Washington,Furniture,Furnishings,70.68
1/12/2018,Corporate,United States,Washington,Office Supplies,Storage,541.24
10/10/2015,Consumer,United States,Ohio,Technology,Machines,101.994
10/10/2015,Consumer,United States,Ohio,Office Supplies,Binders,18.264
14/11/2018,Consumer,United States,Texas,Office Supplies,Binders,21.99
13/08/2017,Consumer,United States,Texas,Office Supplies,Supplies,185.376
13/08/2017,Consumer,United States,Texas,Office Supplies,Appliances,58.924
17/09/2018,Consumer,United States,New Jersey,Technology,Machines,480
17/09/2018,Consumer,United States,New Jersey,Office Supplies,Storage,34.05
23/03/2016,Corporate,United States,California,Office Supplies,Paper,192.72
23/03/2016,Corporate,United States,California,Technology,Accessories,239.97
30/06/2017,Home Office,United States,Illinois,Technology,Accessories,50.12
20/10/2018,Corporate,United States,North Carolina,Technology,Phones,15.984
20/10/2018,Corporate,United States,North Carolina,Office Supplies,Paper,14.352
25/08/2015,Corporate,United States,Ohio,Office Supplies,Binders,6.528
25/08/2015,Corporate,United States,Ohio,Office Supplies,Binders,2.862
25/08/2015,Corporate,United States,Ohio,Office Supplies,Binders,20.856
27/07/2015,Corporate,United States,California,Office Supplies,Storage,276.28
1/12/2018,Home Office,United States,California,Furniture,Furnishings,629.64
17/10/2017,Home Office,United States,Missouri,Technology,Phones,449.97
17/10/2017,Home Office,United States,Missouri,Office Supplies,Appliances,1927.59
16/09/2017,Home Office,United States,Georgia,Furniture,Chairs,121.78
1/12/2016,Home Office,United States,California,Furniture,Chairs,2676.672
5/8/2015,Consumer,United States,Texas,Furniture,Tables,489.23
15/08/2017,Consumer,United States,California,Furniture,Furnishings,312.03
15/08/2017,Consumer,United States,California,Office Supplies,Storage,17.94
15/08/2017,Consumer,United States,California,Technology,Phones,165.6
15/08/2017,Consumer,United States,California,Office Supplies,Paper,37.52
7/8/2016,Corporate,United States,Virginia,Technology,Phones,494.97
7/8/2016,Corporate,United States,Virginia,Office Supplies,Labels,25.06
31/05/2017,Consumer,United States,Illinois,Furniture,Furnishings,32.064
31/05/2017,Consumer,United States,Illinois,Office Supplies,Paper,18.496
31/05/2017,Consumer,United States,Illinois,Furniture,Chairs,191.079
31/05/2017,Consumer,United States,Illinois,Office Supplies,Paper,10.368
1/7/2017,Home Office,United States,New York,Office Supplies,Labels,30.53
1/7/2017,Home Office,United States,New York,Technology,Accessories,30.84
1/7/2017,Home Office,United States,New York,Office Supplies,Paper,75.06
18/12/2017,Corporate,United States,California,Technology,Phones,66.976
26/01/2016,Corporate,United States,California,Office Supplies,Paper,182.72
28/10/2018,Consumer,United States,Massachusetts,Office Supplies,Labels,21.93
4/11/2018,Consumer,United States,Tennessee,Technology,Accessories,95.976
4/11/2018,Consumer,United States,Tennessee,Technology,Phones,143.928
4/11/2018,Consumer,United States,Tennessee,Office Supplies,Binders,3.564
4/11/2018,Consumer,United States,Tennessee,Office Supplies,Labels,4.928
9/5/2017,Corporate,United States,Texas,Office Supplies,Storage,856.656
9/5/2017,Corporate,United States,Texas,Office Supplies,Binders,13.184
9/5/2017,Corporate,United States,Texas,Office Supplies,Appliances,48.784
9/5/2017,Corporate,United States,Texas,Office Supplies,Paper,76.64
9/5/2017,Corporate,United States,Texas,Office Supplies,Binders,18.528
2/4/2015,Corporate,United States,Virginia,Furniture,Furnishings,177.68
28/04/2015,Corporate,United States,New York,Technology,Accessories,159.98
4/10/2017,Corporate,United States,Florida,Technology,Phones,52.68
4/10/2017,Corporate,United States,Florida,Furniture,Furnishings,11.568
11/6/2018,Consumer,United States,North Carolina,Office Supplies,Binders,4.572
30/01/2017,Consumer,United States,Illinois,Technology,Phones,1439.968
30/01/2017,Consumer,United States,Illinois,Office Supplies,Binders,1.728
30/01/2017,Consumer,United States,Illinois,Furniture,Tables,626.1
27/09/2016,Corporate,United States,Washington,Office Supplies,Art,99.2
13/04/2016,Consumer,United States,Texas,Furniture,Tables,609.98
13/04/2016,Consumer,United States,Texas,Furniture,Tables,211.372
13/04/2016,Consumer,United States,Texas,Technology,Phones,239.976
18/12/2018,Corporate,United States,Wisconsin,Furniture,Furnishings,99.95
18/12/2018,Corporate,United States,Wisconsin,Technology,Accessories,29.34
14/03/2017,Corporate,United States,Wisconsin,Furniture,Furnishings,16.74
27/08/2018,Corporate,United States,Pennsylvania,Office Supplies,Paper,12.672
27/08/2018,Corporate,United States,Pennsylvania,Technology,Accessories,1119.888
17/12/2016,Consumer,United States,California,Office Supplies,Art,204.85
17/12/2016,Consumer,United States,California,Technology,Phones,135.984
17/12/2016,Consumer,United States,California,Office Supplies,Art,16.4
17/12/2016,Consumer,United States,California,Office Supplies,Binders,92.96
22/08/2015,Consumer,United States,Florida,Office Supplies,Supplies,7.632
3/11/2017,Consumer,United States,Oregon,Office Supplies,Binders,4.158
3/11/2017,Consumer,United States,Oregon,Technology,Machines,179.991
10/10/2018,Consumer,United States,Illinois,Furniture,Chairs,239.358
7/12/2015,Home Office,United States,California,Office Supplies,Paper,164.88
15/11/2015,Corporate,United States,California,Office Supplies,Supplies,10.95
24/12/2018,Corporate,United States,Massachusetts,Office Supplies,Paper,19.44
24/12/2018,Corporate,United States,Massachusetts,Office Supplies,Binders,12.3
24/12/2015,Consumer,United States,California,Office Supplies,Appliances,13.97
22/12/2018,Consumer,United States,Tennessee,Furniture,Tables,934.956
22/12/2018,Consumer,United States,Tennessee,Technology,Accessories,46.864
22/12/2018,Consumer,United States,Tennessee,Office Supplies,Storage,26.16
22/12/2018,Consumer,United States,Tennessee,Office Supplies,Art,23.128
22/12/2018,Consumer,United States,Tennessee,Office Supplies,Appliances,59.24
8/8/2015,Consumer,United States,Florida,Furniture,Bookcases,155.456
20/09/2015,Corporate,United States,California,Office Supplies,Paper,8.56
25/12/2018,Consumer,United States,Florida,Furniture,Furnishings,21
25/12/2018,Consumer,United States,Florida,Technology,Machines,120
25/11/2018,Consumer,United States,Texas,Technology,Phones,299.96
25/11/2018,Consumer,United States,Texas,Office Supplies,Appliances,67.84
25/11/2018,Consumer,United States,Texas,Furniture,Chairs,853.93
25/11/2018,Consumer,United States,Texas,Office Supplies,Art,18.688
5/11/2017,Consumer,United States,Virginia,Furniture,Furnishings,273.96
5/11/2017,Consumer,United States,Virginia,Technology,Accessories,89.97
5/11/2017,Consumer,United States,Virginia,Furniture,Furnishings,756.8
6/11/2018,Consumer,United States,Texas,Office Supplies,Binders,1.248
3/11/2017,Home Office,United States,Pennsylvania,Technology,Accessories,72
3/11/2017,Home Office,United States,Pennsylvania,Furniture,Chairs,470.155
30/12/2015,Consumer,United States,Tennessee,Office Supplies,Storage,39.128
2/12/2018,Corporate,United States,Ohio,Office Supplies,Art,19.728
2/12/2018,Corporate,United States,Ohio,Technology,Phones,151.188
24/03/2018,Consumer,United States,New York,Furniture,Chairs,271.764
19/11/2015,Consumer,United States,Pennsylvania,Technology,Accessories,47.496
25/04/2018,Consumer,United States,California,Furniture,Bookcases,344.981
23/11/2018,Corporate,United States,Texas,Office Supplies,Paper,36.288
23/11/2018,Corporate,United States,Texas,Office Supplies,Paper,78.304
23/11/2018,Corporate,United States,Texas,Furniture,Tables,127.785
23/11/2018,Corporate,United States,Texas,Office Supplies,Binders,6.104
3/11/2015,Corporate,United States,New Jersey,Office Supplies,Binders,5.76
19/10/2016,Consumer,United States,Texas,Office Supplies,Binders,1.72
6/2/2015,Consumer,United States,Illinois,Office Supplies,Binders,8.952
6/3/2017,Consumer,United States,Illinois,Office Supplies,Appliances,2.334
6/3/2017,Consumer,United States,Illinois,Office Supplies,Binders,1.728
6/3/2017,Consumer,United States,Illinois,Furniture,Furnishings,159.04
6/3/2017,Consumer,United States,Illinois,Furniture,Tables,145.98
3/12/2016,Consumer,United States,North Carolina,Furniture,Furnishings,77.952
3/12/2016,Consumer,United States,North Carolina,Office Supplies,Binders,95.97
3/12/2016,Consumer,United States,North Carolina,Technology,Phones,105.584
3/12/2016,Consumer,United States,North Carolina,Office Supplies,Art,9.344
24/12/2016,Corporate,United States,Missouri,Furniture,Furnishings,9.68
24/12/2016,Corporate,United States,Missouri,Technology,Copiers,4899.93
1/10/2018,Home Office,United States,California,Technology,Accessories,104.75
16/10/2018,Corporate,United States,Tennessee,Technology,Accessories,18.528
16/10/2018,Corporate,United States,Tennessee,Furniture,Tables,1875.258
15/08/2015,Consumer,United States,Florida,Office Supplies,Paper,91.36
15/08/2015,Consumer,United States,Florida,Office Supplies,Appliances,152.24
11/11/2018,Consumer,United States,Texas,Technology,Phones,35.184
20/03/2018,Consumer,United States,Texas,Office Supplies,Paper,56.704
20/03/2018,Consumer,United States,Texas,Office Supplies,Paper,274.064
13/05/2018,Home Office,United States,Pennsylvania,Furniture,Chairs,458.43
22/06/2015,Consumer,United States,Arizona,Office Supplies,Binders,8.226
2/12/2015,Corporate,United States,Georgia,Technology,Accessories,5.95
2/12/2015,Corporate,United States,Georgia,Office Supplies,Paper,15.24
5/4/2016,Consumer,United States,Washington,Technology,Accessories,239.94
5/4/2016,Consumer,United States,Washington,Office Supplies,Art,23.84
18/11/2018,Corporate,United States,Wisconsin,Office Supplies,Storage,92.52
18/11/2018,Corporate,United States,Wisconsin,Office Supplies,Storage,37.76
18/11/2018,Corporate,United States,Wisconsin,Office Supplies,Labels,7.38
18/11/2018,Corporate,United States,Wisconsin,Furniture,Furnishings,5.82
12/7/2018,Consumer,United States,Ohio,Office Supplies,Paper,3.816
19/05/2018,Corporate,United States,Alabama,Office Supplies,Binders,26.16
20/12/2016,Home Office,United States,Texas,Technology,Accessories,100.8
21/02/2017,Corporate,United States,New York,Furniture,Furnishings,135.8
18/03/2018,Corporate,United States,California,Office Supplies,Art,13.9
18/03/2018,Corporate,United States,California,Office Supplies,Envelopes,19.4
17/12/2017,Corporate,United States,New Mexico,Office Supplies,Binders,13.488
17/12/2017,Corporate,United States,New Mexico,Office Supplies,Binders,11.416
26/03/2017,Consumer,United States,Idaho,Office Supplies,Paper,17.64
26/03/2017,Consumer,United States,Idaho,Office Supplies,Binders,17.04
16/12/2015,Consumer,United States,Virginia,Technology,Accessories,99.98
16/12/2015,Consumer,United States,Virginia,Furniture,Furnishings,29.46
15/11/2016,Corporate,United States,Ohio,Office Supplies,Binders,166.92
22/08/2017,Home Office,United States,Colorado,Furniture,Furnishings,98.328
29/06/2016,Consumer,United States,New York,Furniture,Chairs,117.882
26/06/2017,Corporate,United States,New York,Technology,Accessories,20.97
26/06/2017,Corporate,United States,New York,Technology,Accessories,139.96
26/06/2017,Corporate,United States,New York,Furniture,Furnishings,37.74
17/09/2017,Consumer,United States,Massachusetts,Furniture,Furnishings,14.82
